"BehaviorSpace results (NetLogo 5.0.3)"
"BusinessInvestorWithAdaptiveBehavior.nlogo"
"expVarProfitMultiplier"
"01/22/2013 17:00:39:974 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","19","0","19"
"[run number]","profitMultiplier","[step]","mean [w] of turtles"
"67","0.7","8","41461.30799999999"
"68","0.7","3","16755.655"
"67","0.7","9","46250.042999999976"
"67","0.7","10","51222.54899999998"
"67","0.7","11","56089.012"
"68","0.7","4","22127.763"
"67","0.7","12","60913.209"
"69","0.7","0","0"
"67","0.7","13","65355.787000000004"
"68","0.7","5","27465.795000000006"
"69","0.7","1","5777.471"
"67","0.7","14","69996.81499999999"
"68","0.7","6","32714.255000000016"
"69","0.7","2","11331.243000000002"
"68","0.7","7","38033.92600000001"
"67","0.7","15","74479.53099999999"
"69","0.7","3","16959.019"
"68","0.7","8","43290.114000000016"
"67","0.7","16","79008.60100000001"
"69","0.7","4","22108.940000000006"
"68","0.7","9","48423.24199999999"
"67","0.7","17","83234.30500000004"
"69","0.7","5","27618.905999999995"
"67","0.7","18","87916.29000000002"
"69","0.7","6","32841.060000000005"
"68","0.7","10","53493.461"
"67","0.7","19","92172.34600000003"
"69","0.7","7","38091.857999999986"
"68","0.7","11","58674.119000000006"
"67","0.7","20","96535.76800000001"
"69","0.7","8","43058.01500000001"
"67","0.7","21","100927.55399999999"
"68","0.7","12","63618.162999999986"
"69","0.7","9","48121.07999999998"
"67","0.7","22","105246.41400000006"
"69","0.7","10","53169.928"
"67","0.7","23","109609.325"
"69","0.7","11","58017.638000000006"
"68","0.7","13","68529.74799999999"
"69","0.7","12","62568.47799999998"
"68","0.7","14","73382.4"
"67","0.7","24","113728.72700000003"
"69","0.7","13","67354.47600000001"
"68","0.7","15","78328.83800000002"
"69","0.7","14","71981.63"
"68","0.7","16","83149.577"
"69","0.7","15","76491.31700000001"
"68","0.7","17","87890.18699999999"
"69","0.7","16","80751.71300000002"
"57","0.7","20","95682.60800000002"
"69","0.7","17","85383.58500000002"
"57","0.7","21","99960.21700000003"
"69","0.7","18","89682.019"
"68","0.7","18","92761.23499999996"
"57","0.7","22","104087.19999999998"
"69","0.7","19","94059.45500000002"
"70","0.7","0","0"
"68","0.7","19","97520.479"
"57","0.7","23","108407.278"
"69","0.7","20","98350.93100000001"
"70","0.7","1","5422.235000000002"
"68","0.7","20","101980.14399999999"
"69","0.7","21","102632.159"
"70","0.7","2","11026.826999999997"
"57","0.7","24","112628.76099999995"
"68","0.7","21","106735.30699999997"
"69","0.7","22","107025.66699999997"
"70","0.7","3","16577.995000000006"
"68","0.7","22","111562.136"
"69","0.7","23","111140.41399999999"
"70","0.7","4","21698.222"
"68","0.7","23","116018.15399999997"
"69","0.7","24","115409.32199999997"
"70","0.7","5","27092.527000000002"
"68","0.7","24","120734.474"
"70","0.7","6","32096.470000000005"
"70","0.7","7","37186.975"
"70","0.7","8","42275.583"
"70","0.7","9","47503.610000000015"
"70","0.7","10","52509.84199999999"
"72","0.7","0","0"
"70","0.7","11","57382.086999999985"
"72","0.7","1","5397.727999999999"
"73","0.7","0","0"
"70","0.7","12","62120.64600000004"
"72","0.7","2","10849.93"
"73","0.7","1","5376.538999999999"
"70","0.7","13","66975.51699999998"
"72","0.7","3","16132.871999999992"
"73","0.7","2","10652.306000000004"
"70","0.7","14","71472.85599999997"
"72","0.7","4","21419.041"
"73","0.7","3","16014.319999999989"
"70","0.7","15","76130.53000000001"
"72","0.7","5","26689.474000000002"
"72","0.7","6","32078.56399999999"
"70","0.7","16","80959.809"
"73","0.7","4","21373.37999999999"
"72","0.7","7","37291.071999999986"
"70","0.7","17","85687.50399999999"
"73","0.7","5","26561.304"
"72","0.7","8","42252.61600000001"
"70","0.7","18","90437.78800000004"
"73","0.7","6","31673.158999999996"
"72","0.7","9","47069.840999999986"
"70","0.7","19","95177.99900000003"
"73","0.7","7","36456.475999999995"
"70","0.7","20","99951.95"
"72","0.7","10","51926.11899999999"
"73","0.7","8","41542.018"
"70","0.7","21","104743.149"
"72","0.7","11","56850.969000000005"
"70","0.7","22","109185.63599999998"
"73","0.7","9","46606.196"
"72","0.7","12","61608.16899999999"
"70","0.7","23","113543.094"
"73","0.7","10","51412.58499999999"
"72","0.7","13","66168.907"
"70","0.7","24","118176.506"
"73","0.7","11","56178.373999999996"
"72","0.7","14","70764.32999999997"
"73","0.7","12","60758.306"
"72","0.7","15","75232.03100000002"
"73","0.7","13","65297.21799999998"
"72","0.7","16","79806.293"
"73","0.7","14","69667.89899999996"
"72","0.7","17","84285.88000000002"
"73","0.7","15","73961.04100000001"
"72","0.7","18","88956.66499999996"
"71","0.7","0","0"
"74","0.7","0","0"
"73","0.7","16","78153.719"
"72","0.7","19","93358.61499999996"
"74","0.7","1","5686.079000000001"
"73","0.7","17","82519.52100000004"
"72","0.7","20","97719.81099999997"
"71","0.7","1","5496.554000000001"
"74","0.7","2","11009.614000000003"
"72","0.7","21","102359.62800000001"
"73","0.7","18","86578.30999999998"
"71","0.7","2","11095.777000000002"
"72","0.7","22","106587.54400000002"
"74","0.7","3","16196.46"
"73","0.7","19","91043.21800000002"
"71","0.7","3","16693.733"
"74","0.7","4","21528.422999999995"
"72","0.7","23","110660.305"
"73","0.7","20","95417.231"
"74","0.7","5","26681.242000000002"
"72","0.7","24","115072.29999999999"
"71","0.7","4","21899.297"
"73","0.7","21","99724.114"
"74","0.7","6","31630.94199999999"
"71","0.7","5","27284.207999999995"
"73","0.7","22","103922.17500000002"
"74","0.7","7","36505.91699999999"
"71","0.7","6","32264.02200000001"
"74","0.7","8","41145.16699999999"
"73","0.7","23","108031.44799999995"
"73","0.7","24","112186.23500000006"
"71","0.7","7","37229.402"
"74","0.7","9","46128.64900000001"
"74","0.7","10","50947.43500000001"
"75","0.7","0","0"
"74","0.7","11","55754.166999999994"
"75","0.7","1","4829.118"
"74","0.7","12","60241.888000000006"
"75","0.7","2","9667.497000000001"
"74","0.7","13","64942.18500000002"
"75","0.7","3","14940.961000000003"
"74","0.7","14","69614.60799999998"
"75","0.7","4","20345.331999999995"
"74","0.7","15","73990.511"
"76","0.8","0","0"
"75","0.7","5","25375.31500000001"
"74","0.7","16","78653.94600000001"
"76","0.8","1","6187.999999999999"
"74","0.7","17","83425.18099999998"
"75","0.7","6","30537.024000000005"
"76","0.8","2","12181.712000000001"
"74","0.7","18","87975.41899999997"
"75","0.7","7","35623.882"
"76","0.8","3","18424.192000000003"
"74","0.7","19","92356.73299999996"
"75","0.7","8","40441.814"
"76","0.8","4","24666.856000000014"
"74","0.7","20","96941.859"
"75","0.7","9","45397.933"
"76","0.8","5","30518.512000000006"
"74","0.7","21","101488.121"
"75","0.7","10","50303.281"
"76","0.8","6","36180.551999999996"
"74","0.7","22","105880.52299999997"
"75","0.7","11","55218.128000000004"
"76","0.8","7","41943.904"
"74","0.7","23","110367.06099999997"
"75","0.7","12","60015.662000000004"
"76","0.8","8","47849.02400000001"
"74","0.7","24","114649.521"
"71","0.7","8","42198.723000000005"
"76","0.8","9","53465.544"
"75","0.7","13","64730.659000000014"
"76","0.8","10","58962.43200000001"
"71","0.7","9","47084.80699999997"
"75","0.7","14","69470.41499999998"
"71","0.7","10","51926.32899999998"
"76","0.8","11","64309.656"
"75","0.7","15","74042.61899999999"
"76","0.8","12","69733.56800000001"
"71","0.7","11","56914.25600000002"
"75","0.7","16","78486.05099999998"
"76","0.8","13","74816.12"
"77","0.8","0","0"
"75","0.7","17","83159.692"
"71","0.7","12","61600.88900000001"
"76","0.8","14","80098.01600000005"
"77","0.8","1","5984.488000000001"
"75","0.7","18","87428.69799999999"
"71","0.7","13","66397.07900000001"
"76","0.8","15","85450.28799999999"
"75","0.7","19","91997.34600000002"
"77","0.8","2","12638.136000000006"
"76","0.8","16","90607.52000000002"
"75","0.7","20","96420.82800000001"
"77","0.8","3","18780.16"
"71","0.7","14","71013.90099999997"
"77","0.8","4","24609.023999999994"
"75","0.7","21","100784.62800000003"
"76","0.8","17","95733.56800000001"
"71","0.7","15","75501.89499999997"
"77","0.8","5","30876.935999999987"
"75","0.7","22","105178.808"
"76","0.8","18","100679.576"
"77","0.8","6","36875.42399999998"
"75","0.7","23","109551.673"
"76","0.8","19","105726.44"
"77","0.8","7","42839.024"
"75","0.7","24","113915.942"
"76","0.8","20","110627.82400000001"
"77","0.8","8","48926.92"
"76","0.8","21","115685.272"
"77","0.8","9","54764.808000000005"
"76","0.8","22","120584.92000000001"
"77","0.8","10","60381.664000000004"
"77","0.8","11","66035.53600000001"
"77","0.8","12","71607.54399999998"
"78","0.8","0","0"
"76","0.8","23","125554.87199999999"
"77","0.8","13","77281.27199999998"
"78","0.8","1","6769.080000000001"
"76","0.8","24","130489.15200000003"
"77","0.8","14","82650.936"
"78","0.8","2","12734.607999999998"
"77","0.8","15","88253.93600000005"
"78","0.8","3","18918.407999999996"
"77","0.8","16","93640.81599999999"
"78","0.8","4","25105.967999999993"
"77","0.8","17","98941.37599999999"
"78","0.8","5","31185.232000000007"
"77","0.8","18","104391.64799999997"
"78","0.8","6","36818.728"
"77","0.8","19","109590.69600000004"
"77","0.8","20","114622.616"
"78","0.8","7","42307.76000000001"
"79","0.8","0","0"
"77","0.8","21","119810.944"
"79","0.8","1","6098.967999999997"
"78","0.8","8","47638.75200000001"
"71","0.7","16","79981.20200000002"
"79","0.8","2","12554.751999999997"
"77","0.8","22","125088.74400000008"
"78","0.8","9","53375.55200000001"
"71","0.7","17","84334.92200000004"
"77","0.8","23","130232.27199999997"
"79","0.8","3","18819.408000000003"
"78","0.8","10","59014.00000000001"
"71","0.7","18","88688.92199999999"
"77","0.8","24","135602.19200000004"
"79","0.8","4","25160.824000000004"
"78","0.8","11","64537.191999999995"
"71","0.7","19","93198.94500000002"
"78","0.8","12","70058.56000000003"
"79","0.8","5","30929.719999999994"
"78","0.8","13","74978.09599999999"
"71","0.7","20","97613.61399999999"
"79","0.8","6","36898.968000000015"
"78","0.8","14","80316.272"
"71","0.7","21","101945.63399999999"
"78","0.8","15","85297.23200000003"
"79","0.8","7","42879.704"
"80","0.8","0","0"
"78","0.8","16","90557.51199999999"
"79","0.8","8","48806.06400000002"
"78","0.8","17","95766.61600000004"
"79","0.8","9","54562.27199999999"
"80","0.8","1","6583.663999999999"
"78","0.8","18","101140.70399999997"
"79","0.8","10","59925.54399999999"
"80","0.8","2","13132.263999999994"
"78","0.8","19","106119.35199999996"
"80","0.8","3","19229.520000000004"
"79","0.8","11","65286.832"
"78","0.8","20","111228.65600000005"
"80","0.8","4","25574.679999999997"
"79","0.8","12","70741.792"
"78","0.8","21","116368.72800000003"
"79","0.8","13","75953.68800000002"
"80","0.8","5","31743.144000000008"
"78","0.8","22","121657.05599999995"
"80","0.8","6","37795.08800000001"
"79","0.8","14","80855.06399999998"
"78","0.8","23","126700.12000000005"
"79","0.8","15","85917.45599999998"
"80","0.8","7","43707.776"
"78","0.8","24","131788.92"
"79","0.8","16","90829.60800000001"
"80","0.8","8","49771.84799999999"
"79","0.8","17","95690.83200000001"
"80","0.8","9","55487.391999999985"
"79","0.8","18","100643.37599999997"
"80","0.8","10","60970.49600000001"
"80","0.8","11","67059.81599999999"
"79","0.8","19","105438.30399999999"
"80","0.8","12","72931.00000000004"
"71","0.7","22","106461.131"
"80","0.8","13","78540.06400000003"
"79","0.8","20","110326.48799999997"
"81","0.8","0","0"
"80","0.8","14","84249.448"
"71","0.7","23","110903.576"
"81","0.8","1","6437.2"
"80","0.8","15","89838.43200000003"
"79","0.8","21","115099.92"
"81","0.8","2","12705.407999999998"
"71","0.7","24","115024.47599999997"
"80","0.8","16","95589.43199999997"
"79","0.8","22","119778.52800000002"
"81","0.8","3","18857.775999999998"
"80","0.8","17","101444.34399999998"
"79","0.8","23","124596.91199999997"
"80","0.8","18","106870.50399999999"
"81","0.8","4","25317.888"
"79","0.8","24","129440.576"
"80","0.8","19","112443.57600000002"
"81","0.8","5","31611.944000000007"
"81","0.8","6","37544.64"
"81","0.8","7","43504.35199999999"
"81","0.8","8","49246.151999999995"
"80","0.8","20","117856.05600000006"
"81","0.8","9","55047.95999999999"
"80","0.8","21","123377.216"
"83","0.8","0","0"
"81","0.8","10","60927.928000000014"
"80","0.8","22","128874.95199999998"
"83","0.8","1","6427.287999999995"
"81","0.8","11","66732.76800000001"
"80","0.8","23","134133.36"
"83","0.8","2","12386.743999999997"
"81","0.8","12","72195.344"
"80","0.8","24","139428.22400000005"
"81","0.8","13","77629.74399999998"
"83","0.8","3","18564.527999999995"
"81","0.8","14","83084.87999999998"
"83","0.8","4","24383.80000000001"
"81","0.8","15","88572.216"
"83","0.8","5","30218.104000000007"
"81","0.8","16","94024.49600000003"
"83","0.8","6","36130.528"
"81","0.8","17","99223.63200000001"
"83","0.8","7","41842.40800000001"
"84","0.8","0","0"
"81","0.8","18","104472.44800000003"
"83","0.8","8","47314.27199999999"
"84","0.8","1","5892.224"
"81","0.8","19","109838.69600000001"
"84","0.8","2","11878.672000000004"
"81","0.8","20","114936.87200000002"
"83","0.8","9","52947.95999999999"
"84","0.8","3","17864.359999999997"
"81","0.8","21","120197.20800000001"
"83","0.8","10","58324.97599999998"
"84","0.8","4","23932.008"
"81","0.8","22","125210.88800000005"
"83","0.8","11","63889.151999999995"
"84","0.8","5","30177.367999999995"
"81","0.8","23","130407.52800000002"
"83","0.8","12","69311.56799999998"
"84","0.8","6","35939.208000000006"
"81","0.8","24","135312.91199999998"
"83","0.8","13","74532.42400000001"
"84","0.8","7","41641.112"
"83","0.8","14","79408.98400000001"
"84","0.8","8","47203.352"
"83","0.8","15","84390.41600000003"
"84","0.8","9","52938.24"
"82","0.8","0","0"
"84","0.8","10","58392.43999999999"
"83","0.8","16","89334.592"
"84","0.8","11","63556.12800000003"
"82","0.8","1","6383.031999999999"
"83","0.8","17","94740.96"
"84","0.8","12","68834.00000000001"
"85","0.8","0","0"
"83","0.8","18","99828.30400000002"
"82","0.8","2","12643.368000000002"
"84","0.8","13","73904.296"
"85","0.8","1","6221.216000000001"
"83","0.8","19","104683.48799999998"
"84","0.8","14","79063.32799999998"
"82","0.8","3","18735.016"
"85","0.8","2","12077.936000000002"
"84","0.8","15","84122.49599999998"
"83","0.8","20","109577.07999999996"
"82","0.8","4","24624.00000000001"
"85","0.8","3","17815.960000000006"
"84","0.8","16","89038.696"
"83","0.8","21","114604.76000000002"
"84","0.8","17","93926.08800000003"
"85","0.8","4","23893.632000000012"
"83","0.8","22","119447.20800000001"
"82","0.8","5","30631.616000000005"
"84","0.8","18","98906.92800000001"
"85","0.8","5","29614.944"
"83","0.8","23","123988.78399999993"
"84","0.8","19","103411.43999999996"
"82","0.8","6","36228"
"85","0.8","6","35365.376"
"84","0.8","20","108329.10400000002"
"83","0.8","24","128812.99200000001"
"84","0.8","21","112956.97599999998"
"85","0.8","7","40760.504000000015"
"84","0.8","22","117418.37599999997"
"85","0.8","8","46372.79199999999"
"84","0.8","23","122090.20799999998"
"85","0.8","9","51613.191999999995"
"84","0.8","24","126897.408"
"85","0.8","10","56906.52"
"85","0.8","11","61949.832000000024"
"85","0.8","12","67221.56"
"86","0.8","0","0"
"82","0.8","7","41629.99999999999"
"85","0.8","13","72155.12800000001"
"86","0.8","1","6485.7919999999995"
"85","0.8","14","76908.35999999999"
"82","0.8","8","46899.46399999999"
"86","0.8","2","12655.424"
"82","0.8","9","52136.88800000001"
"86","0.8","3","18557.520000000004"
"85","0.8","15","81693.56800000001"
"87","0.8","0","0"
"86","0.8","4","24525.103999999996"
"82","0.8","10","57097.89599999998"
"87","0.8","1","6262.024"
"85","0.8","16","86562.76800000003"
"86","0.8","5","30510.039999999994"
"82","0.8","11","62177.38399999998"
"87","0.8","2","12606.367999999999"
"85","0.8","17","91604.632"
"86","0.8","6","36241.25600000001"
"87","0.8","3","18517.192"
"85","0.8","18","96444.04000000004"
"87","0.8","4","24694.048"
"86","0.8","7","41974.056000000004"
"85","0.8","19","101259.87200000002"
"85","0.8","20","105991.09599999996"
"86","0.8","8","47490.46400000001"
"87","0.8","5","30456.81600000001"
"85","0.8","21","110824.89600000001"
"86","0.8","9","52509.943999999974"
"87","0.8","6","36256.63200000001"
"85","0.8","22","115599.23200000002"
"86","0.8","10","57932.83999999998"
"87","0.8","7","42149.42399999999"
"85","0.8","23","120547.04000000002"
"86","0.8","11","63045.784000000014"
"87","0.8","8","47660.78400000002"
"85","0.8","24","125373.69599999998"
"86","0.8","12","68247.72000000003"
"82","0.8","12","67260.12000000002"
"87","0.8","9","53370.096000000005"
"86","0.8","13","73362.52799999999"
"82","0.8","13","72592.81600000005"
"87","0.8","10","58864.632000000005"
"86","0.8","14","78271.56"
"82","0.8","14","77523.81599999996"
"87","0.8","11","64178.528"
"82","0.8","15","82475.95199999999"
"87","0.8","12","69569.008"
"82","0.8","16","87348.55200000001"
"87","0.8","13","74843.63200000003"
"88","0.8","0","0"
"82","0.8","17","92098.38399999996"
"87","0.8","14","79902.77600000001"
"86","0.8","15","83459.49599999997"
"88","0.8","1","6081.111999999999"
"82","0.8","18","96872.93600000002"
"87","0.8","15","84779.62400000001"
"88","0.8","2","12678.183999999997"
"86","0.8","16","88773.94399999999"
"82","0.8","19","101570.27199999994"
"87","0.8","16","89748.60800000001"
"88","0.8","3","18786.96799999999"
"86","0.8","17","93688.39999999998"
"87","0.8","17","94642.76800000003"
"88","0.8","4","24987.575999999997"
"86","0.8","18","98519.2"
"87","0.8","18","99666.34399999997"
"88","0.8","5","30939.808000000005"
"86","0.8","19","103194.49600000003"
"87","0.8","19","104622.46400000002"
"88","0.8","6","36674.655999999995"
"86","0.8","20","108139.95199999999"
"87","0.8","20","109403.08800000005"
"86","0.8","21","112810.65599999996"
"88","0.8","7","42919.463999999985"
"87","0.8","21","114145.48000000003"
"86","0.8","22","117622.97599999997"
"88","0.8","8","48637.208"
"87","0.8","22","118989.368"
"86","0.8","23","122305.35200000003"
"88","0.8","9","54525.41600000001"
"87","0.8","23","124051.75999999998"
"86","0.8","24","127160.6"
"88","0.8","10","60200.91199999998"
"87","0.8","24","129133.08800000003"
"88","0.8","11","65964.05600000001"
"88","0.8","12","71387.38400000002"
"88","0.8","13","76904.744"
"88","0.8","14","82223.152"
"88","0.8","15","87583.00799999999"
"89","0.8","0","0"
"82","0.8","20","106206.76"
"90","0.8","0","0"
"88","0.8","16","93192.15200000003"
"89","0.8","1","6140.232000000001"
"82","0.8","21","110809.95199999993"
"90","0.8","1","5886.4079999999985"
"88","0.8","17","98567.86400000002"
"89","0.8","2","12529.040000000003"
"90","0.8","2","12320.68"
"82","0.8","22","115443.82399999995"
"88","0.8","18","103811.76"
"89","0.8","3","18734.16"
"90","0.8","3","18455.232000000004"
"88","0.8","19","108999.93600000002"
"82","0.8","23","119863.64799999999"
"89","0.8","4","24704.631999999998"
"90","0.8","4","24641.191999999995"
"88","0.8","20","114126.18399999998"
"82","0.8","24","124117.43999999996"
"89","0.8","5","30705.071999999996"
"90","0.8","5","30883.119999999995"
"88","0.8","21","119193.064"
"90","0.8","6","37011.208"
"88","0.8","22","124211.54399999994"
"89","0.8","6","36253.32"
"90","0.8","7","43020.74399999999"
"88","0.8","23","129284.63199999995"
"89","0.8","7","42129.952000000005"
"90","0.8","8","48861.33599999998"
"88","0.8","24","134163.376"
"89","0.8","8","47853.392"
"90","0.8","9","54213.89600000001"
"89","0.8","9","53111.24000000002"
"90","0.8","10","59920.59200000002"
"89","0.8","10","58634.047999999995"
"90","0.8","11","65070.864"
"89","0.8","11","64199.70400000001"
"90","0.8","12","70251.95999999998"
"90","0.8","13","75725.488"
"92","0.8","0","0"
"90","0.8","14","80893.05600000001"
"89","0.8","12","69400.912"
"92","0.8","1","6574.312000000002"
"90","0.8","15","86166.19200000001"
"89","0.8","13","74960.56"
"92","0.8","2","12826.544"
"90","0.8","16","91568.37600000002"
"89","0.8","14","80383.19999999998"
"92","0.8","3","19056.527999999995"
"90","0.8","17","96955.89600000004"
"89","0.8","15","85775.71999999996"
"92","0.8","4","25020.976000000006"
"90","0.8","18","102181.09599999999"
"89","0.8","16","90865.10399999999"
"92","0.8","5","31262.711999999992"
"90","0.8","19","107498.74400000002"
"89","0.8","17","96182.71999999999"
"92","0.8","6","37196.984"
"90","0.8","20","112633.91200000003"
"89","0.8","18","101072.31199999999"
"92","0.8","7","43085.464000000014"
"90","0.8","21","117911.048"
"89","0.8","19","105991.74399999996"
"92","0.8","8","48953.31999999998"
"90","0.8","22","123089.33599999998"
"89","0.8","20","111107.048"
"92","0.8","9","55077.608"
"90","0.8","23","128172.97599999997"
"89","0.8","21","116283.23200000005"
"92","0.8","10","60992.03999999999"
"90","0.8","24","133178.83199999997"
"89","0.8","22","121280.71200000001"
"92","0.8","11","66923.68000000001"
"89","0.8","23","126252.312"
"92","0.8","12","72541.40799999998"
"89","0.8","24","131059.71199999997"
"92","0.8","13","78507.536"
"92","0.8","14","84324.39200000005"
"91","0.8","0","0"
"92","0.8","15","90029.52799999999"
"92","0.8","16","95671.64800000004"
"92","0.8","17","101288.272"
"92","0.8","18","106632.528"
"94","0.8","0","0"
"91","0.8","1","6345.999999999999"
"92","0.8","19","111972.92000000006"
"93","0.8","0","0"
"94","0.8","1","5906.263999999999"
"92","0.8","20","117486.01599999997"
"91","0.8","2","12755.760000000002"
"93","0.8","1","6118.727999999998"
"94","0.8","2","12519.824000000008"
"92","0.8","21","122933.24000000003"
"91","0.8","3","18675.864"
"93","0.8","2","12706.752"
"94","0.8","3","18320.424"
"92","0.8","22","128320.12"
"93","0.8","3","18871.296000000002"
"91","0.8","4","24620.608000000004"
"94","0.8","4","24453.896000000004"
"92","0.8","23","133709.184"
"93","0.8","4","25138.543999999994"
"91","0.8","5","30430.271999999997"
"92","0.8","24","139010.896"
"94","0.8","5","30274.664"
"93","0.8","5","31235.887999999988"
"94","0.8","6","36317.44"
"91","0.8","6","36582.46399999999"
"93","0.8","6","37011.104"
"94","0.8","7","42153.44"
"93","0.8","7","42437.448000000004"
"94","0.8","8","47664.04"
"93","0.8","8","47869.82399999999"
"94","0.8","9","53401.50399999999"
"93","0.8","9","53513.39199999999"
"94","0.8","10","59128.632000000005"
"95","0.8","0","0"
"93","0.8","10","58766.63999999999"
"95","0.8","1","6391.527999999999"
"94","0.8","11","64117.448"
"93","0.8","11","63923.33599999998"
"95","0.8","2","12443.447999999999"
"94","0.8","12","69571.63999999998"
"93","0.8","12","69109.87999999998"
"95","0.8","3","18551.8"
"93","0.8","13","74065.168"
"94","0.8","13","74950.75199999998"
"95","0.8","4","24427.408000000003"
"93","0.8","14","79160.42400000003"
"94","0.8","14","80512.18400000002"
"95","0.8","5","30356.144000000004"
"93","0.8","15","83993.21600000001"
"94","0.8","15","85927.46400000004"
"95","0.8","6","36295.856"
"93","0.8","16","89088.39199999999"
"94","0.8","16","91083.048"
"95","0.8","7","41929.224"
"93","0.8","17","93754.13600000003"
"94","0.8","17","95862.39999999998"
"95","0.8","8","47097.79200000001"
"93","0.8","18","98622.472"
"94","0.8","18","101027.09599999998"
"95","0.8","9","52467.751999999986"
"93","0.8","19","103511.12800000003"
"94","0.8","19","105805.75200000005"
"95","0.8","10","57707.48000000001"
"94","0.8","20","110768.19999999998"
"93","0.8","20","108360.35200000003"
"95","0.8","11","62762.63999999999"
"91","0.8","7","42330.528000000006"
"94","0.8","21","115738.49599999996"
"93","0.8","21","113118.87200000005"
"95","0.8","12","67655.81599999999"
"91","0.8","8","48054.616000000016"
"94","0.8","22","120582.93600000003"
"93","0.8","22","117889.89600000004"
"95","0.8","13","72782.008"
"91","0.8","9","53455.615999999965"
"93","0.8","23","122485.70400000004"
"94","0.8","23","125497.56799999996"
"95","0.8","14","77623.56"
"93","0.8","24","127162.31199999999"
"91","0.8","10","58768.07999999998"
"94","0.8","24","130364.67199999993"
"95","0.8","15","82702.95999999998"
"91","0.8","11","64124.655999999995"
"95","0.8","16","87691.76799999997"
"91","0.8","12","69412.904"
"95","0.8","17","92662.744"
"95","0.8","18","97705.144"
"91","0.8","13","74637.72000000002"
"95","0.8","19","102750.55199999995"
"96","0.8","0","0"
"91","0.8","14","79864.98400000001"
"95","0.8","20","107619.008"
"97","0.8","0","0"
"96","0.8","1","6145.688"
"95","0.8","21","112520.18399999995"
"91","0.8","15","84951.03199999999"
"97","0.8","1","6181.672000000002"
"96","0.8","2","12001.391999999994"
"95","0.8","22","117530.40000000004"
"96","0.8","3","17851.816000000003"
"97","0.8","2","12364.551999999998"
"95","0.8","23","122292.08"
"96","0.8","4","23950.695999999996"
"97","0.8","3","18295.58400000001"
"95","0.8","24","127010.05600000006"
"96","0.8","5","29958.96000000001"
"97","0.8","4","24162.904000000002"
"96","0.8","6","35709.35200000001"
"97","0.8","5","29856.967999999997"
"96","0.8","7","41693.44800000002"
"97","0.8","6","35757.60800000001"
"96","0.8","8","47496.87199999998"
"97","0.8","7","41359.096"
"96","0.8","9","53125.047999999995"
"96","0.8","10","58711.432"
"97","0.8","8","46793.31199999999"
"98","0.8","0","0"
"96","0.8","11","64254.28800000001"
"97","0.8","9","51620.14399999999"
"98","0.8","1","5715.231999999998"
"96","0.8","12","69655.656"
"97","0.8","10","56825.232"
"98","0.8","2","11541.031999999997"
"96","0.8","13","74740.17599999999"
"97","0.8","11","61980.28"
"98","0.8","3","17692.631999999998"
"96","0.8","14","79972.68800000001"
"97","0.8","12","67014.29600000002"
"98","0.8","4","23489.024000000005"
"96","0.8","15","85490.05600000001"
"97","0.8","13","72142.704"
"98","0.8","5","29647.024000000005"
"96","0.8","16","90598.29600000002"
"97","0.8","14","77126.65599999997"
"96","0.8","17","95895.288"
"98","0.8","6","35328.392000000014"
"97","0.8","15","81927.52799999998"
"96","0.8","18","101298.02400000002"
"98","0.8","7","41030.872"
"97","0.8","16","86765.38399999999"
"96","0.8","19","106632.56800000001"
"98","0.8","8","46569.135999999984"
"97","0.8","17","91390.864"
"96","0.8","20","111743.48000000003"
"98","0.8","9","51746.824000000015"
"97","0.8","18","96211.52800000002"
"96","0.8","21","116935.63999999998"
"98","0.8","10","57210.816"
"91","0.8","16","90074.43999999999"
"96","0.8","22","122049.704"
"97","0.8","19","100822.67200000004"
"98","0.8","11","62373.623999999996"
"91","0.8","17","95040.07999999996"
"96","0.8","23","127330.69600000005"
"98","0.8","12","67385.75199999996"
"97","0.8","20","105654.15200000003"
"91","0.8","18","100012.44"
"98","0.8","13","72427.09599999996"
"96","0.8","24","132310.016"
"97","0.8","21","110185.68000000002"
"91","0.8","19","104849.23200000003"
"98","0.8","14","77490.43999999999"
"97","0.8","22","114831.43999999999"
"98","0.8","15","82639.88000000003"
"91","0.8","20","109761.864"
"97","0.8","23","119253.368"
"98","0.8","16","87360.40800000001"
"97","0.8","24","123760.12799999997"
"91","0.8","21","114723.21600000003"
"98","0.8","17","92015.584"
"98","0.8","18","97121.48000000003"
"91","0.8","22","119643.424"
"98","0.8","19","101694.43200000003"
"99","0.8","0","0"
"91","0.8","23","124496.74400000002"
"98","0.8","20","106452.52000000006"
"99","0.8","1","6679.312"
"98","0.8","21","111091.94399999999"
"99","0.8","2","12892.343999999997"
"99","0.8","3","19533.008"
"98","0.8","22","115808.30400000002"
"99","0.8","4","25620.415999999997"
"98","0.8","23","120105.96000000008"
"99","0.8","5","31893.503999999994"
"98","0.8","24","124547.47200000002"
"99","0.8","6","37562.183999999994"
"99","0.8","7","43527.376"
"100","0.8","0","0"
"99","0.8","8","49474.056"
"100","0.8","1","5966.536000000004"
"99","0.8","9","55688.58399999999"
"100","0.8","2","12278.344"
"99","0.8","10","61805.776"
"100","0.8","3","18651.879999999997"
"99","0.8","11","67664.67199999999"
"101","0.9","0","0"
"100","0.8","4","24325.592"
