BehaviorSpace results (NetLogo 5.0.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BusinessInvestor-12-2.nlogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fig-12-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2013 10:16:27:038 -0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"64215,02","63923,32","60654,12","60358,06","57636,81","55192,29","50158,44","52208,44","49848,46","52144,13","49763,02","47077,83","45180,86","40171,93","41815,9","43119,15","43669,37","49312,36","42020,82","43514,47","43156,59","41052,27","42043,67","39959,33","40215,88",40373,67,55,73,51,45,32,33,27,33,20,35,25,39,35,24,27,37,25,29,30,31,26,30,23,30,32,"7135,0022222222","7102,5911111111","6739,3466666667","6706,4511111111","6404,09","6132,4766666667","5573,16","5800,9377777778","5538,7177777778","5793,7922222222","5529,2244444445","5230,87","5020,0955555556","4463,5477777778","4646,2111111111","4791,0166666667","4852,1522222222","5479,1511111111","4668,98","4834,9411111111","4795,1766666667","4561,3633333333","4671,5188888889","4439,9255555556","4468,4311111111","4485,8888888889","0,0546086826","0,0497078349","0,0487775738","0,0430459056","0,0422404949","0,0398133386","0,0377284705","0,0370942941","0,037204527","0,0344071675","0,0331932791","0,0356760166","0,0330439415","0,0331856633","0,0302562383","0,0346357649","0,0335442422","0,0288599361","0,0313542588","0,0301830104","0,030631137","0,0312064381","0,0296586364","0,0314723168","0,0300008005","0,0300345065"
,"71470,37","70789,49","66924,01","66444,29","63645,8","60253,43","54621,39","56461,48","54517,57","57095,09","54833,44","51111,25","49489,25","44013,06","45721,56",47019,"47881,32","54042,95","45851,86","47638,13","47551,06","45334,9","45998,08","43550,94","43381,76","44286,13",74,62,77,54,46,36,36,33,35,23,38,26,41,39,26,32,38,26,35,33,32,26,32,26,32,35,"7147,037","7078,949","6692,401","6644,429","6364,58","6025,343",5462139,"5646,148",5451757,"5709,509",5483344,"5111,125","4948,925","4401,306","4572,156","4701,9","4788,132",5404295,"4585,186","4763,813",4755106,"4533,49","4599,808",4355094,4338176,4428613,"0,054601347","0,0491101046","0,0477392951","0,0420967598","0,0413491607","0,0390567737","0,0368270523","0,0363867474","0,0366665348","0,0338747076","0,0327178395","0,0350375338","0,0325619835","0,0326564033","0,0298487405","0,034134213","0,0331221673","0,0285234015","0,031008897","0,0299301842","0,0303573725","0,0310055902","0,0294147944","0,0309140397","0,0294608091","0,0296887358"
,"78900,74","77812,38","73007,86","72335,97","69452,88","65117,04","59167,07","60895,5","59060,74","61520,9","59598,36","55121,05","53332,59","47488,79","49190,01","51190,15","52108,05","58590,91","49601,89","51610,16","51604,4","49007,73","49857,56","47273,34","46868,71","47641,5",79,67,82,59,47,37,38,37,40,26,40,28,46,40,30,35,39,27,38,35,39,27,35,27,32,40,"7172,7945454546","7073,8527272727","6637,0781818182","6575,9972727273","6313,8981818182","5919,7309090909","5378,8245454546","5535,9545454546","5369,1581818182","5592,8090909091","5418,0327272727","5011,0045454546","4848,4172727273","4317,1627272727","4471,8190909091","4653,65","4737,0954545455","5326,4463636364","4509,2627272727","4691,8327272727","4691,3090909091","4455,2481818182","4532,5054545455","4297,5763636364","4260,7918181818","4331,0454545455","0,0545953452","0,0485582272","0,0468169446","0,0413060209","0,0405542019","0,0382427851","0,0361215179","0,0358448294","0,0361436808","0,0333800273","0,0322197691","0,0344992523","0,0321229423","0,032107106","0,0293043343","0,0337475584","0,0327718943","0,0281744518","0,0305698676","0,0296383037","0,0301294253","0,0306471998","0,0291164817","0,0305270866","0,0291266127","0,029367148"
,"85974,98","84584,44","78926,44","78412,73","75042,85","69593,76","63457,86","65502,65","63421,03","66296,72","64301,46","58938,42","57384,18","50737,83","52855,98","55419,2","56322,43","63062,53","53187,65","55983,49","55986,79","52576,15","53973,18","51312,29","50408,04","51034,65",88,72,87,61,50,41,38,40,41,27,44,29,50,44,33,37,41,31,39,37,43,31,37,29,35,42,"7164,5816666667","7048,7033333333","6577,2033333333","6534,3941666667","6253,5708333333","5799,48",5288155,"5458,5541666667","5285,0858333333","5524,7266666667",5358455,4911535,"4782,015","4228,1525","4404,665","4618,2666666667","4693,5358333333","5255,2108333333","4432,3041666667","4665,2908333333","4665,5658333333","4381,3458333333",4497765,"4276,0241666667","4200,67","4252,8875","0,0545903437","0,0479719303","0,045871403","0,04070784","0,0398141509","0,0375457211","0,0354455736","0,0353702422","0,0355709227","0,0330027986","0,0318390216","0,0339674427","0,0317657617","0,0316242712","0,0289312975","0,0333863123","0,0324641267","0,0278898297","0,0301309684","0,0294077711","0,0299394692","0,0303832127","0,0289259147","0,0303607291","0,0288462293","0,029049305"
,"93358,34","91280,91","85108,55","84114,73","80321,04","74102,14","67142,86","69810,88","67791,21","71153,76","69009,37","62612,57","61417,68","54458,3","56265,51","59247,7","60317,39","67389,03","57157,61","59853,2","60151,13","56307,59","57953,07","54734,8","53392,65","54403,78",93,78,90,64,55,43,42,44,43,28,45,31,59,45,34,37,47,35,41,40,48,34,39,33,36,45,"7181,4107692308","7021,6084615385","6546,8115384615","6470,3638461539","6178,5415384615","5700,1646153846","5164,8353846154","5370,0676923077","5214,7084615385","5473,3661538462","5308,4130769231","4816,3515384615","4724,4369230769","4189,1","4328,1161538462","4557,5153846154","4639,7992307692","5183,7715384615","4396,7392307692","4604,0923076923","4627,01","4331,3530769231","4457,9284615385","4210,3692307692","4107,1269230769","4184,9061538462","0,0545861116","0,0474140646","0,0451216495","0,0400409229","0,0390685754","0,0369002544","0,0347640891","0,0349358121","0,0350854144","0,0326841506","0,0314950386","0,0334658385","0,0314876827","0,0313460415","0,028593556","0,03299524","0,0322301788","0,0276274418","0,0298531007","0,0292072882","0,0297604064","0,0301542165","0,0287447697","0,0300575289","0,02856281","0,0287824417"
,"100681,26","97816,68","91286,77","89431,9","85818,45","78398,66","71111,99","74048,3","72379,76","75647,29","73424,37","66101,97","65364,78","57853,07","59598,25","63035,29","64137,68","71768,93","60647,31","64211,18","64625,48","60113,18","61792,8","57880,12","56529,29","57948,35",99,85,92,66,59,47,43,45,43,32,47,32,62,47,39,39,50,37,45,41,54,38,42,36,37,49,"7191,5185714286","6986,9057142857","6520,4835714286","6387,9928571429","6129,8892857143","5599,9042857143","5079,4278571429","5289,1642857143","5169,9828571429","5403,3778571429","5244,5978571429","4721,5692857143","4668,9128571429","4132,3621428572","4257,0178571429","4502,5207142857","4581,2628571429","5126,3521428572","4331,9507142857","4586,5128571429","4616,1057142857","4293,7985714286","4413,7714285714","4134,2942857143","4037,8064285714","4139,1678571429","0,0545824842","0,0468705606","0,0444492961","0,0393085475","0,0384894825","0,0363274833","0,0341959317","0,0345436841","0,0347232028","0,0323931105","0,0311351898","0,0330197506","0,0311748867","0,0310038361","0,0283348741","0,0326667523","0,0319390036","0,0273950007","0,0295260904","0,0290623122","0,0297104329","0,0299710945","0,0285621374","0,0297724197","0,0282915532","0,0285955007"
,"108086,88","104879,23","97079,98","94703,45","91375,67","82781,5","75137,31","78253,89","76710,13","79943,28","77946,57","69359,73","69042,8","61048,82","62846,4","66769,44","67965,59","76314,42","64316,05","68064,95","68857,8","63760,4","65911,56","61198,59","59787,58","61571,98",104,87,95,67,62,51,45,49,47,35,50,36,66,49,40,43,54,38,48,43,56,41,46,39,41,50,"7205,792","6991,9486666667","6471,9986666667","6313,5633333333","6091,7113333333","5518,7666666667","5009,154","5216,926","5114,0086666667",5329552,"5196,438",4623982,"4602,8533333333","4069,9213333333","4189,76","4451,296","4531,0393333333","5087,628","4287,7366666667","4537,6633333333","4590,52","4250,6933333333","4394,104","4079,906","3985,8386666667","4104,7986666667","0,0545793404","0,0464228898","0,0437845624","0,0386764113","0,0380029324","0,0358756069","0,0336819423","0,0341826756","0,0343664262","0,0320830537","0,0309008491","0,0326354572","0,0309034297","0,0307084013","0,0280882655","0,0323666114","0,0317130749","0,0272106898","0,0292625761","0,0288803778","0,0295759588","0,0297874659","0,0283914496","0,0295564315","0,0280843487","0,028412007"
,"115031,71","111399,59","102650,29","99551,24","96606,41","87020,29","78872,8","82541,58","80540,54",84568,82480,"72334,14","73453,55","64481,4","65771,67","70079,76","72280,48","80881,7","67913,37","72225,52","73132,9","67465,53","69840,74","64395,55","63307,02","65076,05",114,93,100,70,65,56,49,50,51,37,52,45,67,50,43,48,57,42,52,47,57,44,48,42,42,51,"7189,481875","6962,474375","6415,643125","6221,9525","6037,900625","5438,768125","4929,55","5158,84875","5033,78375","5285,5",5155,"4520,88375","4590,846875","4030,0875","4110,729375",4379985,"4517,53","5055,10625","4244,585625",4514095,"4570,80625","4216,595625","4365,04625","4024,721875","3956,68875","4067,253125","0,0545765895","0,0459563557","0,0431391139","0,038069951","0,0374966586","0,0354123001","0,033186592","0,0338883764","0,0339818535","0,031820302","0,0306828503","0,0322965677","0,0307061812","0,0304886685","0,0277999161","0,0320637498","0,0315817076","0,0270470356","0,0291006791","0,0287920397","0,0294441338","0,0296001369","0,028242788","0,0293521185","0,0279321496","0,0282471791"
,"122470,73","118176,82","108444,87","104614,15","101908,12","91512,86","82716,28","86978,24","84405,83","89224,72","86927,14","75413,35","77457,59","67785,65","68828,88","73582,82","76235,15","85238,56","71832,5","76168,85","77497,99","71386,83","73635,25","67600,52","66767,61","68597,95",118,96,102,72,69,58,50,53,57,40,53,49,70,58,44,51,58,44,54,48,61,44,52,45,44,53,"7204,1605882353","6951,5776470588","6379,11","6153,7735294118","5994,5952941177","5383,1094117647","4865,6635294118","5116,3670588235","4965,0488235294","5248,5129411765","5113,3611764706","4436,0794117647","4556,3288235294","3987,3911764706","4048,7576470588","4328,4011764706","4484,4205882353","5014,0329411765","4225,4411764706","4480,5205882353","4558,7052941177","4199,2252941177","4331,4852941177","3976,5011764706","3927,5064705882","4035,1735294118","0,0545741623","0,0455250785","0,0425696005","0,0375575435","0,0370672067","0,0350285894","0,0327570358","0,0336277703","0,0336504663","0,031616311","0,0304192424","0,0319713953","0,0304890291","0,0302953423","0,0275776706","0,0318310394","0,0314160611","0,0268791008","0,0289596456","0,0286866249","0,0293418353","0,0295205865","0,0280715544","0,0291844433","0,027776247","0,0281195107"
,"129897,13","124762,99","114250,12","109628,76","106508,89","95563,59","86501,39","91211,12","88180,63","93588,89","91407,6","78621,21","81698,22","71113,26","71608,04","77321,19","80097,37","89800,96","75749,83","80185,35","81739,33","74820,35","77609,99","70748,28","69997,39","72065,1",124,102,105,74,76,60,50,56,63,42,56,54,72,58,49,51,59,44,54,48,64,51,56,46,50,55,"7216,5072222222","6931,2772222222","6347,2288888889","6090,4866666667","5917,1605555556","5309,0883333333","4805,6327777778","5067,2844444445","4898,9238888889","5199,3827777778","5078,2",4367845,"4538,79","3950,7366666667","3978,2244444445","4295,6216666667","4449,8538888889","4988,9422222222","4208,3238888889","4454,7416666667","4541,0738888889","4156,6861111111","4311,6661111111","3930,46","3888,7438888889","4003,6166666667","0,0545720048","0,0450725647","0,0420942649","0,0370765684","0,0366214751","0,0346025912","0,0323585034","0,0333931864","0,0333591743","0,0313656166","0,0302001492","0,0317171123","0,0303601013","0,0301140846","0,0273647264","0,0316420373","0,0312491285","0,0267382449","0,0288044253","0,0285934897","0,0292425878","0,0293930467","0,0279286478","0,0289815938","0,0276250061","0,0279979678"
,"137226,37","131367,36","119929,73",114563,"111653,1","99947,6","90010,95","95400,56","92361,87","97855,96","95633,4","81676,61","85740,83","74369,45","75265,52","80762,46","83661,9","94268,21","79367,07","84338,33","85861,91","78312,34","81508,77","74294,89","72890,42","75594,05",130,105,107,76,77,62,52,59,65,49,60,55,74,62,50,52,64,46,56,51,68,52,58,48,54,59,"7222,4405263158","6914,0715789474","6312,0910526316","6029,6315789474","5876,4789473684","5260,4","4737,4184210526","5021,0821052632","4861,1510526316","5150,3136842105","5033,3368421053","4298,7689473684","4512,6752631579","3914,1815789474","3961,3431578947","4250,6557894737","4403,2578947369","4961,4847368421","4177,2142105263","4438,8594736842","4519,0478947369","4121,7021052632","4289,9352631579","3910,2573684211","3836,3378947369","3978,6342105263","0,0545700744","0,0446262358","0,0416185693","0,0366374122","0,0362292465","0,0342725419","0,0319945402","0,0331887472","0,0331146521","0,0311657748","0,0300056468","0,0314318777","0,0301854974","0,0299091474","0,0272976318","0,0314514431","0,0310987496","0,0266271543","0,0286430542","0,0285378015","0,0291793162","0,0292207212","0,0277937566","0,028886012","0,0274426339","0,027877535"
,"144409,93","137763,18","125486,84","119481,67","116558,92","104052,65","94153,58","99596,36","96319,3",102321,"99973,01","84909,52","89816,2","77589,43","78409,53","84250,84","87513,34","98544,96","82690,88","88319,07","90038,92","81584,01","85341,16","77438,69","76434,33","79049,28",137,110,111,78,82,63,53,62,68,53,61,57,76,66,53,54,66,47,62,53,71,57,61,52,54,65,"7220,4965","6888,159",6274342,"5974,0835","5827,946","5202,6325",4707679,"4979,818","4815,965","5116,05","4998,6505","4245,476","4490,81","3879,4715","3920,4765","4212,542","4375,667","4927,248","4134,544","4415,9535",4501946,"4079,2005","4267,058","3871,9345","3821,7165","3952,464","0,054568337","0,0442272964","0,0411904432","0,0362298834","0,0359061019","0,0339594197","0,0317436084","0,0329850847","0,0328638471","0,0309905157","0,0298097425","0,0311777374","0,0300496584","0,0297275218","0,0270998237","0,0313683933","0,0309497833","0,0265059556","0,0285173942","0,0284711507","0,0291414309","0,0290610844","0,0276942845","0,0287447457","0,0273228652","0,0277714356"
,"151784,88","143912,78","131128,6","124294,38","121303,73","108096,94","97787,79","103414,82","100552,27","106615,17","104365,82","88140,9","93767,1","80565,53","81493,97","87595,99","91180,91","102902,79","86146,37","92239,68",94171,"84946,75","89432,01","80674,45","79657,67","82841,65",142,119,113,83,84,64,53,66,68,57,61,60,80,70,57,56,71,48,64,55,75,61,64,58,56,68,"7227,8514285714","6852,9895238095","6244,2190476191","5918,78","5776,3680952381","5147,4733333333","4656,5614285714","4924,5152380952","4788,2033333333","5076,9128571429","4969,800952381","4197,1857142857","4465,1","3836,4538095238","3880,6652380952","4171,2376190476","4341,9480952381","4900,1328571429","4102,2080952381","4392,3657142857","4484,3333333333","4045,0833333333","4258,6671428572","3841,6404761905","3793,2223809524","3944,8404761905","0,0545667651","0,0438596536","0,040803091","0,0358609299","0,0355395855","0,0336681043","0,0314542701","0,0328109518","0,03266488","0,03082058","0,0296948967","0,0309571935","0,0298966148","0,029547007","0,0269506438","0,0311967017","0,0307923199","0,0264196617","0,0283713568","0,0283809769","0,0290712371","0,0289187499","0,0275953927","0,0286342287","0,0271928959","0,027697833"
,"159565,68","150493,14","136353,83","128884,76","126176,05","112278,84","101432,76","107347,77","104524,69","111455,18","108247,08","91243,87","97935,56","84130,27","84398,7","90885,63","95000,76","107439,74","89681,06","96014,79","98588,52","88340,24","93567,28","83778,13","82655,56","86620,7",142,120,120,87,87,64,53,66,72,61,67,62,83,71,61,57,74,51,68,61,76,66,67,61,58,72,"7252,9854545455","6840,5972727273","6197,9013636364","5858,3981818182","5735,275","5103,5836363636","4610,58","4879,4440909091","4751,1222727273","5066,1445454546","4920,3218181818","4147,4486363636","4451,6163636364","3824,1031818182","3836,3045454546","4131,165","4318,2163636364","4883,6245454546","4076,4118181818","4364,3086363636","4481,2963636364","4015,4654545455","4253,0581818182","3808,0968181818","3757,0709090909","3937,3045454546","0,0545653361","0,0434766529","0,0404063163","0,0354934424","0,0352282409","0,0334063763","0,0311721241","0,0326164506","0,0324559244","0,0307198816","0,0295127007","0,0307565714","0,029779594","0,0294497243","0,0268105877","0,0310259334","0,0306731073","0,0263855223","0,0282635028","0,0283092197","0,0290198675","0,0287851205","0,0275687407","0,0285299814","0,02704173","0,0276251612"
,"167037,77","157187,32","141750,42","133905,76","131089,75","116075,83","104908,29","111219,78","108308,21","115762,5","112550,39","94314,35","101719,77","86920,78","87792,32","94323,25","98577,67","111785,26","93456,16","99987,84","102618,46","91703,95","97580,69","86763,23","85745,22","89721,86",146,121,124,87,88,68,57,70,76,63,67,65,86,71,62,61,81,52,72,62,79,68,70,61,58,76,"7262,5117391304","6834,2313043478","6163,0617391304","5821,9895652174","5699,5543478261","5046,7752173913","4561,23","4835,6426086957","4709,0526086957","5033,1521739131","4893,4952173913","4100,6239130435","4422,5986956522","3779,1643478261","3817,0573913044","4101,0108695652","4285,9856521739","4860,2286956522","4063,3113043478","4347,2973913044","4461,6721739131","3987,1282608696","4242,6386956522","3772,3143478261","3728,0530434783","3900,9504347826","0,0545640314","0,0431342524","0,0400629853","0,0351897894","0,0349388355","0,0331475746","0,0309251093","0,0324623227","0,0322680157","0,0305670222","0,0293596618","0,0305640138","0,0296662445","0,0292792848","0,0267159549","0,0308961262","0,0305721834","0,0262984634","0,0281789699","0,02825455","0,028986246","0,0286539374","0,0275005683","0,0283923749","0,0269154952","0,0275261745"
,"174059,16","163652,14","147070,07","138371,87","135872,11","120076,44","108360,11","114877,52","112461,85","120105,74","116975,3","97581,72","105665,18","90246,84","91012,42","97683,78","102549,98","115942,18","97182,54","104026,69","106544,05","95309,76","101346,71","90009,11","88736,65","93188,98",155,124,126,92,93,70,60,75,78,64,68,69,87,72,65,65,81,54,74,63,84,69,71,63,60,76,"7252,465","6818,8391666667","6127,9195833333","5765,4945833333","5661,3379166667",5003185,"4515,0045833333","4786,5633333333","4685,9104166667","5004,4058333333","4873,9708333333","4065,905","4402,7158333333","3760,285","3792,1841666667","4070,1575","4272,9158333333","4830,9241666667","4049,2725","4334,4454166667","4439,3354166667","3971,24","4222,7795833333","3750,3795833333","3697,3604166667","3882,8741666667","0,0545628353","0,0427905152","0,0397130974","0,0348851156","0,0346980795","0,0329292481","0,0306848241","0,0323021717","0,0321192912","0,0304278256","0,0292233302","0,0304875683","0,0295366992","0,0291792305","0,0266306366","0,0307714073","0,0304796664","0,0262062912","0,0280842876","0,0282009893","0,0289313001","0,0285487888","0,0274104079","0,0283011178","0,0267911314","0,0274498321"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
